Name_ZhT;Name_Py;Province_Py;Province_ZhT;LAT;LONG;Name_Full;Level;Year;LocID;NameID;ID;FID;Provider;
龍關;Longguan;Chahaer;察哈爾;40.7848781384751;115.666486399886;龍關縣;縣;1931;11703954;N0415722;306;s1190;ENP-China Project: https://www.enpchina.eu/;
隆化;Longhua;Jehol;熱河;41.5598568046189;117.656152507623;隆化縣;縣;1931;D3109889;N0403002;1408;s429;ENP-China Project: https://www.enpchina.eu/;
龍江;Longjiang;Heilongjiang;黑龍江;47.368466911321;123.955204527712;龍江縣;縣;1931;DH027195-1;DH143724-1;329;s1115;ENP-China Project: https://www.enpchina.eu/;
龍里;Longli;Guizhou;貴州;26.4593186039106;106.946939537914;龍里縣;縣;1931;11703952;N0415720;475;s1386;ENP-China Project: https://www.enpchina.eu/;
龍陵;Longling;Yunnan;雲南;24.5552248779157;98.6812293644493;龍陵縣;縣;1931;D2867744;N0414763;886;s597;ENP-China Project: https://www.enpchina.eu/;
龍門;Longmen;Guangdong;廣東;23.7568354650949;114.070874061257;龍門縣;縣;1931;D3317140;N0414713;2150;s1508;ENP-China Project: https://www.enpchina.eu/;
龍茗;Longming;Guangxi;廣西;22.9468940696276;107.110309071906;龍茗縣;縣;1931;11703951;N0415719;991;s711;ENP-China Project: https://www.enpchina.eu/;
龍南;Longnan;Jiangxi;江西;24.7240794487226;114.547777562361;龍南縣;縣;1931;D3396003;N0413634;1341;s369;ENP-China Project: https://www.enpchina.eu/;
隆平;Longping;Hebei;河北;37.3497013706112;114.772490573472;隆平縣;縣;1931;11703912;N0415680;1342;s372;ENP-China Project: https://www.enpchina.eu/;
龍泉;Longquan;Zhejiang;浙江;28.1025743980382;119.133846018165;龍泉縣;縣;1931;D3205347;N0414184;2483;s1426;ENP-China Project: https://www.enpchina.eu/;
隆山;Longshan;Guangxi;廣西;23.8256371518007;108.24447347663;隆山縣;縣;1931;11703911;N0415679;980;s702;ENP-China Project: https://www.enpchina.eu/;
龍山;Longshan;Hunan;湖南;29.4932347391717;109.497330981437;龍山縣;縣;1931;D3317241;N0413938;1147;s443;ENP-China Project: https://www.enpchina.eu/;
龍勝;Longsheng;Guangxi;廣西;25.8678224189025;109.912873089682;龍勝縣;縣;1931;D3130904;N0414590;96;s1503;ENP-China Project: https://www.enpchina.eu/;
隴西;Longxi;Gansu;甘肅;35.0217206294027;104.496397628428;隴西縣;縣;1931;DH048439-1;DH164968-1;153;s1852;ENP-China Project: https://www.enpchina.eu/;
龍溪;Longxi;Fujian;福建;24.5183118233506;117.682608205078;龍溪縣;縣;1931;D3074466;N0414314;2515;s1381;ENP-China Project: https://www.enpchina.eu/;
隴縣;Longxian;Shaanxi;陝西;34.7827860562526;106.742518022832;隴縣;縣;1931;D3312037;N0401821;580;s804;ENP-China Project: https://www.enpchina.eu/;
龍嚴;Longyan;Fujian;福建;25.1222071653996;117.021389102077;龍嚴縣;縣;1931;11703950;N0415718;2536;s1305;ENP-China Project: https://www.enpchina.eu/;
龍游;Longyou;Zhejiang;浙江;29.0427185670971;119.188240134194;龍游縣;縣;1931;T9613607-1;T0257486-1;2408;s1065;ENP-China Project: https://www.enpchina.eu/;
龍鎮;Longzhen;Heilongjiang;黑龍江;48.7344523137769;126.899253006205;龍鎮縣;縣;1931;11703953;N0415721;537;s945;ENP-China Project: https://www.enpchina.eu/;
龍州;Longzhou;Guangxi;廣西;22.3586959446574;106.92299976146;龍州縣;縣;1931;D3130829;N0414008;339;s1134;ENP-China Project: https://www.enpchina.eu/;
欒城;Luancheng;Hebei;河北;37.876931414212;114.64774376732;欒城縣;縣;1931;11703709;N0415477;1591;s210;ENP-China Project: https://www.enpchina.eu/;
灤平;Luanping;Jehol;熱河;40.9616991892478;117.68334149014;灤平縣;縣;1931;D3283343;N0358916;1409;s428;ENP-China Project: https://www.enpchina.eu/;
灤縣;Luanxian;Hebei;河北;39.746764539211;118.72428516288;灤縣;縣;1931;D3048656;N0358915;1672;s296;ENP-China Project: https://www.enpchina.eu/;
魯北;Lubei;Jehol;熱河;44.6276803319386;120.866718193156;魯北縣;縣;1931;D3402073;N0409311;1415;s9;ENP-China Project: https://www.enpchina.eu/;
臚濱;Lubin;Heilongjiang;黑龍江;49.6303863060148;117.433233033255;臚濱縣;縣;1931;T0257533-1;T0257508-2;529;s931;ENP-China Project: https://www.enpchina.eu/;
潞城;Lucheng;Shanxi;山西;36.2487716405433;113.345653711886;潞城縣;縣;1931;D3022786;N0359428;11;s1634;ENP-China Project: https://www.enpchina.eu/;
陸川;Luchuan;Guangxi;廣西;22.3838348721449;110.283211204201;陸川縣;縣;1931;DH053572-1;DH053572-1;92;s1582;ENP-China Project: https://www.enpchina.eu/;
魯甸;Ludian;Yunnan;雲南;27.2099879144639;103.46298964152;魯甸縣;縣;1931;DH015530-1;DH015530-1;391;s1439;ENP-China Project: https://www.enpchina.eu/;
瀘定;Luding;Xikang;西康;29.8871677745663;102.301063064828;瀘定縣;縣;1931;11703759;N0415527;269;s1224;ENP-China Project: https://www.enpchina.eu/;
略陽;Lüeyang;Shaanxi;陝西;33.3249283286709;105.941611462923;略陽縣;縣;1931;D2864489;N0366377;50;s1612;ENP-China Project: https://www.enpchina.eu/;
祿豐;Lufeng;Yunnan;雲南;25.1227381924561;102.111610754084;祿豐縣;縣;1931;D2910785;N0372525;213;s1736;ENP-China Project: https://www.enpchina.eu/;
陸豐;Lufeng;Guangdong;廣東;22.9598541096488;115.629695890351;陸豐縣;縣;1931;D2931804;N0401636;2154;s1530;ENP-China Project: https://www.enpchina.eu/;
爐霍;Luhuo;Xikang;西康;31.392826396988;100.671180122664;爐霍縣;縣;1931;D3314976;N0360294;261;s1208;ENP-China Project: https://www.enpchina.eu/;
廬江;Lujiang;Anhui;安徽;31.253363;117.241952578802;廬江縣;縣;1931;DH012699-1;DH129228-1;1514;s401;ENP-China Project: https://www.enpchina.eu/;
魯克沁;Lukeqin;Xinjiang;新疆;42.7139741248114;89.71448838728;魯克沁縣;縣;1931;11703937;N0415705;815;s624;ENP-China Project: https://www.enpchina.eu/;
陸良;Luliang;Yunnan;雲南;25.0456594552313;103.639913059525;陸良縣;縣;1931;11703907;N0415675;508;s1314;ENP-China Project: https://www.enpchina.eu/;
盧龍;Lulong;Hebei;河北;39.8887920396032;118.844010824367;盧龍縣;縣;1931;D3078469;N0294788;1671;s286;ENP-China Project: https://www.enpchina.eu/;
路南;Lunan;Yunnan;雲南;24.769699935848;103.265413957232;路南縣;縣;1931;DH002157-1;DH118686-1;435;s1417;ENP-China Project: https://www.enpchina.eu/;
輪臺;Luntai;Xinjiang;新疆;41.7795280614061;84.3485313781514;輪臺縣;縣;1931;11703857;N0415625;819;s632;ENP-China Project: https://www.enpchina.eu/;
蘿北;Luobei;Heilongjiang;黑龍江;47.8835282552359;130.882838228412;蘿北縣;縣;1931;D2865986;N0384745;545;s850;ENP-China Project: https://www.enpchina.eu/;
羅城;Luocheng;Guangxi;廣西;24.7801353425571;108.884446110685;羅城縣;縣;1931;DH051972-1;DH051972-1;110;s1513;ENP-China Project: https://www.enpchina.eu/;
洛川;Luochuan;Shaanxi;陝西;35.8198908363673;109.458807219582;洛川縣;縣;1931;D3113736;N0355304;28;s1643;ENP-China Project: https://www.enpchina.eu/;
羅次;Luoci;Yunnan;雲南;25.30239805346;102.327291796852;羅次縣;縣;1931;DH018809-1;DH018809-1;375;s1066;ENP-China Project: https://www.enpchina.eu/;
羅甸;Luodian;Guizhou;貴州;25.4142617748125;106.746398239363;羅甸縣;縣;1931;D2865308;N0377353;489;s1294;ENP-China Project: https://www.enpchina.eu/;
羅定;Luoding;Guangdong;廣東;22.6872042324583;111.464613553261;羅定縣;縣;1931;D2906174;N0376871;2180;s1808;ENP-China Project: https://www.enpchina.eu/;
羅江;Luojiang;Sichuan;四川;31.309632400246;104.5111;羅江縣;縣;1931;D3135598;N0377252;340;s1124;ENP-China Project: https://www.enpchina.eu/;
雒南;Luonan;Shaanxi;陝西;34.1253859893816;109.950151150936;雒南縣;縣;1931;11703915;N0415683;592;s837;ENP-China Project: https://www.enpchina.eu/;
洛寧;Luoning;Henan;河南;34.348300449337;111.626930140227;洛寧縣;縣;1931;11703730;N0415498;1993;s1945;ENP-China Project: https://www.enpchina.eu/;
羅平;Luoping;Yunnan;雲南;24.9584344119396;104.332205775468;羅平縣;縣;1931;DH023179-1;DH023179-1;347;s1149;ENP-China Project: https://www.enpchina.eu/;
洛浦;Luopu;Xinjiang;新疆;36.9878857727883;80.2657792065997;洛浦縣;縣;1931;D3278443;N0355337;769;s639;ENP-China Project: https://www.enpchina.eu/;
雒容;Luorong;Guangxi;廣西;24.4555280105014;109.534113923655;雒容縣;縣;1931;DH055861-1;DH172390-1;51;s1611;ENP-China Project: https://www.enpchina.eu/;
羅山;Luoshan;Henan;河南;32.1988526570151;114.539846714925;羅山縣;縣;1931;DH054474-1;DH054474-1;1907;s1869;ENP-China Project: https://www.enpchina.eu/;
羅田;Luotian;Hubei;湖北;30.8875173783121;115.474486615847;羅田縣;縣;1931;DH057504-1;DH057504-1;1021;s684;ENP-China Project: https://www.enpchina.eu/;
洛陽;Luoyang;Henan;河南;34.7608013556182;112.431604657015;洛陽縣;縣;1931;DH029261-1;DH145790-1;1950;s123;ENP-China Project: https://www.enpchina.eu/;
羅源;Luoyuan;Fujian;福建;26.4525956971213;119.558065646701;羅源縣;縣;1931;D2930300;N0377312;2526;s1391;ENP-China Project: https://www.enpchina.eu/;
祿勸;Luquan;Yunnan;雲南;25.55580105346;102.461716;祿勸縣;縣;1931;DH010706-1;DH127235-1;403;s1478;ENP-China Project: https://www.enpchina.eu/;
蘆山;Lushan;Sichuan;四川;30.1747403347344;102.978181215886;蘆山縣;縣;1931;D2867792;N0381244;668;s1037;ENP-China Project: https://www.enpchina.eu/;
鑪山;Lushan;Guizhou;貴州;26.6536319118239;107.732911956461;鑪山縣;縣;1931;11703896;N0415664;479;s1378;ENP-China Project: https://www.enpchina.eu/;
魯山;Lushan;Henan;河南;33.7793741158192;112.816252987367;魯山縣;縣;1931;DH053571-1;DH170100-1;1909;s1864;ENP-China Project: https://www.enpchina.eu/;
廬氏;Lushi;Henan;河南;34.0024763466668;110.732158388017;廬氏縣;縣;1931;11703636;N0415404;1996;s1942;ENP-China Project: https://www.enpchina.eu/;
瀘水;Lushui;Yunnan;雲南;25.9680108477966;98.8135909691225;瀘水縣;縣;1931;11703760;N0415528;863;s22;ENP-China Project: https://www.enpchina.eu/;
瀘西;Luxi;Yunnan;雲南;24.5078533562431;103.73465610287;瀘西縣;縣;1931;11703762;N0415530;897;s749;ENP-China Project: https://www.enpchina.eu/;
盧溪;Luxi;Hunan;湖南;28.2651220741631;110.076148450855;盧溪縣;縣;1931;11703779;N0415547;1778;s262;ENP-China Project: https://www.enpchina.eu/;
瀘縣;Luxian;Sichuan;四川;28.8803552076962;105.393441399314;瀘縣;縣;1931;11703761;N0415529;707;s969;ENP-China Project: https://www.enpchina.eu/;
鹿邑;Luyi;Henan;河南;33.8712141365921;115.461029642476;鹿邑县;縣;1931;D3317364;N0410315;2004;s1950;ENP-China Project: https://www.enpchina.eu/;
馬邊;Mabian;Sichuan;四川;28.7554279568293;103.187550034469;馬邊縣;縣;1931;11703931;N0415699;702;s1008;ENP-China Project: https://www.enpchina.eu/;
麻城;Macheng;Hubei;湖北;31.1854776260813;115.112694870888;麻城縣;縣;1931;D2983523;N0410539;1750;s273;ENP-China Project: https://www.enpchina.eu/;
馬關;Maguan;Yunnan;雲南;23.0198302637058;104.326800123776;馬關縣;縣;1931;D2867722;N0405987;906;s758;ENP-China Project: https://www.enpchina.eu/;
麥蓋提;Maigaiti;Xinjiang;新疆;38.9136407432138;77.5666895630112;麥蓋提縣;縣;1931;D3021897;N0410457;827;s635;ENP-China Project: https://www.enpchina.eu/;
麻江;Majiang;Guizhou;貴州;26.425687454464;107.563510611101;麻江縣;縣;1931;D2892420;N0410698;478;s1380;ENP-China Project: https://www.enpchina.eu/;
馬龍;Malong;Yunnan;雲南;25.4846035616277;103.584317967924;馬龍縣;縣;1931;D2909527;N0407400;412;s1484;ENP-China Project: https://www.enpchina.eu/;
滿城;Mancheng;Hebei;河北;38.9399871118335;115.32722383225;滿城縣;縣;1931;D3070224;N0358861;1136;s441;ENP-China Project: https://www.enpchina.eu/;
芒遮板;Mangzheban;Yunnan;雲南;24.238950306749;98.2869311105279;芒遮板縣;縣;1931;11703829;N0415597;888;s20;ENP-China Project: https://www.enpchina.eu/;
懋功;Maogong;Sichuan;四川;31.0096166406395;102.37174864064;懋功縣;縣;1931;DH019607-1;DH019607-1;373;s1062;ENP-China Project: https://www.enpchina.eu/;
茂名;Maoming;Guangdong;廣東;21.7484073552678;110.876587219298;茂名縣;縣;1931;D3322288;N0382687;2182;s1811;ENP-China Project: https://www.enpchina.eu/;
茂縣;Maoxian;Sichuan;四川;31.7004722226372;103.876963381846;茂縣;縣;1931;D3285157;N0382685;665;s1040;ENP-China Project: https://www.enpchina.eu/;
馬平;Maping;Guangxi;廣西;24.3017863978997;109.267312079181;馬平縣;縣;1931;DH052074-1;DH052074-1;109;s1509;ENP-China Project: https://www.enpchina.eu/;
麻陽;Mayang;Hunan;湖南;27.6991749440744;109.58773695645;麻陽縣;縣;1931;DH048447-1;DH223240-1;1175;s572;ENP-China Project: https://www.enpchina.eu/;
眉山;Meishan;Sichuan;四川;30.059066954302;103.864239309998;眉山縣;縣;1931;D3169553;N0368948;684;s990;ENP-China Project: https://www.enpchina.eu/;
湄潭;Meitan;Guizhou;貴州;27.7595577015932;107.442841516068;湄潭縣;縣;1931;DH054446-1;DH229239-1;76;s1567;ENP-China Project: https://www.enpchina.eu/;
梅縣;Meixian;Guangdong;廣東;24.2952777740849;116.212097397967;梅縣;縣;1931;D2867381;N0346151;2555;s1335;ENP-China Project: https://www.enpchina.eu/;
郿縣;Meixian;Shaanxi;陝西;34.1822907787691;107.664974608692;郿縣;縣;1931;11703872;N0415640;588;s816;ENP-China Project: https://www.enpchina.eu/;
蒙城;Mengcheng;Anhui;安徽;33.3034393158988;116.55342797894;蒙城縣;縣;1931;DH027452-1;DH143981-1;1439;s434;ENP-China Project: https://www.enpchina.eu/;
孟丁;Mengding;Yunnan;雲南;22.9654923417873;102.805338310058;孟丁縣;縣;1931;11703571;N0415339;905;s756;ENP-China Project: https://www.enpchina.eu/;
蒙化;Menghua;Yunnan;雲南;25.2451038823879;100.345873711316;蒙化縣;縣;1931;DH047657-1;DH047657-1;159;s1848;ENP-China Project: https://www.enpchina.eu/;
懞江;Mengjiang;Jilin;吉林;42.3826588912451;126.797863420652;懞江縣;縣;1931;11703657;N0415425;1869;s1887;ENP-China Project: https://www.enpchina.eu/;
孟津;Mengjin;Henan;河南;34.8637935411112;112.649465617353;孟津縣;縣;1931;D3071053;N0314663;1984;s1938;ENP-China Project: https://www.enpchina.eu/;
蒙山;Mengshan;Guangxi;廣西;24.1326114018398;110.451876099049;蒙山縣;縣;1931;D3136766;N0385658;981;s701;ENP-China Project: https://www.enpchina.eu/;
孟縣;Mengxian;Henan;河南;34.952477801789;112.751106913136;孟縣;縣;1931;DH005944-1;DH005944-1;1958;s68;ENP-China Project: https://www.enpchina.eu/;
蒙陰;Mengyin;Shandong;山東;35.7396813377925;117.972605693881;蒙陰縣;縣;1931;D3069890;N0385678;2247;s1721;ENP-China Project: https://www.enpchina.eu/;
蒙自;Mengzi;Yunnan;雲南;23.333318274774;103.376583130227;蒙自縣;縣;1931;D3230651;N0134029;904;s757;ENP-China Project: https://www.enpchina.eu/;
亹源;Menyuan;Qinghai;青海;37.3189493943856;101.510407564686;亹源縣;縣;1931;11703514;N0415282;938;s30;ENP-China Project: https://www.enpchina.eu/;
澠池;Mianchi;Henan;河南;34.8344510787036;111.672409520402;澠池縣;縣;1931;D3361979-1;D3361978-1;1963;s1;ENP-China Project: https://www.enpchina.eu/;
冕寧;Mianning;Sichuan;四川;28.5819178861808;102.191602228946;冕寧縣;縣;1931;11703526;N0415294;699;s1011;ENP-China Project: https://www.enpchina.eu/;
緬寧;Mianning;Yunnan;雲南;23.8937258930799;100.037536395604;緬寧縣;縣;1931;DH002444-1;DH118973-1;434;s1419;ENP-China Project: https://www.enpchina.eu/;
沔縣;Mianxian;Shaanxi;陝西;33.2601060014055;106.597799451747;沔縣;縣;1931;11703726;N0415494;408;s1492;ENP-China Project: https://www.enpchina.eu/;
沔陽;Mianyang;Hubei;湖北;30.1596421143655;113.35806722289;沔陽縣;縣;1931;DH048183-1;DH164712-1;1181;s575;ENP-China Project: https://www.enpchina.eu/;
綿陽;Mianyang;Sichuan;四川;31.4722808172172;104.766964682762;綿陽縣;縣;1931;D3140152;N0376537;2635;s834;ENP-China Project: https://www.enpchina.eu/;
綿竹;Mianzhu;Sichuan;四川;31.3397617199508;104.228250441131;綿竹縣;縣;1931;DH058152-1;DH058152-1;3;s1626;ENP-China Project: https://www.enpchina.eu/;
彌渡;Midu;Yunnan;雲南;25.3382482655617;100.52593214958;彌渡縣;縣;1931;D2865700;N0327940;881;s598;ENP-China Project: https://www.enpchina.eu/;
彌勒;Milei;Yunnan;雲南;24.390817832111;103.369616729981;彌勒縣;縣;1931;D3143226;N0327934;898;s752;ENP-China Project: https://www.enpchina.eu/;
明江;Mingjiang;Guangxi;廣西;22.1665702126578;107.182951833365;明江縣;縣;1931;11703675;N0415443;1000;s675;ENP-China Project: https://www.enpchina.eu/;
名山;Mingshan;Sichuan;四川;30.0914555008231;103.13434027947;名山縣;縣;1931;D2868913;N0297905;669;s1036;ENP-China Project: https://www.enpchina.eu/;
明水;Mingshui;Heilongjiang;黑龍江;47.2259005260425;125.834022147735;明水縣;縣;1931;D3024927;N0335898;555;s866;ENP-China Project: https://www.enpchina.eu/;
民和;Minhe;Qinghai;青海;36.141652766237;102.822934210933;民和縣;縣;1931;11703718;N0415486;944;s31;ENP-China Project: https://www.enpchina.eu/;
閩侯;Minhou;Fujian;福建;26.0942450212947;119.321221912027;閩侯縣;縣;1931;D2866029;N0400813;2532;s1284;ENP-China Project: https://www.enpchina.eu/;
民勤;Minqin;Gansu;甘肅;38.7256067395045;103.240556325647;民勤縣;縣;1931;D2892308;N0349639;937;s729;ENP-China Project: https://www.enpchina.eu/;
閩清;Minqing;Fujian;福建;26.192425892723;118.828561246022;閩清縣;縣;1931;DH052234-1;DH168763-1;2495;s1434;ENP-China Project: https://www.enpchina.eu/;
民權;Minquan;Henan;河南;34.6887431937874;115.190713762985;民權縣;縣;1931;D3279244;N0349690;1976;s93;ENP-China Project: https://www.enpchina.eu/;
岷縣;Minxian;Gansu;甘肅;34.4844221522892;104.020117606449;岷縣;縣;1931;D3082841;N0322551;965;s687;ENP-China Project: https://www.enpchina.eu/;
密山;Mishan;Jilin;吉林;45.5847427251199;132.103529751662;密山縣;縣;1931;D2980353-1;D2980352-1;1845;s1908;ENP-China Project: https://www.enpchina.eu/;
密縣;Mixian;Henan;河南;34.4981960660703;113.259484739407;密縣;縣;1931;DH006553-1;DH181346-1;1957;s1960;ENP-China Project: https://www.enpchina.eu/;
泌陽;Miyang;Henan;河南;32.774817363779;113.347361743879;泌陽縣;縣;1931;DH039143-1;DH213936-1;1932;s105;ENP-China Project: https://www.enpchina.eu/;
密雲;Miyun;Hebei;河北;40.4023212249055;116.852691366389;密雲縣;縣;1931;D2892475;N0316890;1684;s300;ENP-China Project: https://www.enpchina.eu/;
米脂;Mizhi;Shaanxi;陝西;37.812566699304;110.132443834962;米脂縣;縣;1931;D3075214;N0375104;13;s1628;ENP-China Project: https://www.enpchina.eu/;
漠河;Mohe;Heilongjiang;黑龍江;53.442898771037;122.329475654782;漠河縣;縣;1931;D2865980;N0359132;543;s943;ENP-China Project: https://www.enpchina.eu/;
墨江;Mojiang;Yunnan;雲南;23.4461739587586;101.668421789918;墨江縣;縣;1931;11703947;N0415715;909;s753;ENP-China Project: https://www.enpchina.eu/;
牟定;Mouding;Yunnan;雲南;25.321635967924;101.524646085536;牟定縣;縣;1931;D2865721;N0361905;12;s1629;ENP-China Project: https://www.enpchina.eu/;
牟平;Mouping;Shandong;山東;37.3841015078602;121.601043211751;牟平縣;縣;1931;11703767;N0415535;2319;s1239;ENP-China Project: https://www.enpchina.eu/;
墨玉;Moyu;Xinjiang;新疆;37.230500572212;79.7047324829324;墨玉縣;縣;1931;D3104849;N0413334;768;s640;ENP-China Project: https://www.enpchina.eu/;
牡丹江;Mudanjiang;Songjiang;松江;44.5558184222328;129.634529250011;NA;NA;1931;D3047479;N0361941;NA;NA;ENP-China Project: https://www.enpchina.eu/;
木蘭;Mulan;Heilongjiang;黑龍江;45.9576799556605;128.14367158986;木蘭縣;縣;1931;D3352395;N0337933;19;s61;ENP-China Project: https://www.enpchina.eu/;
木壘河;Muleihe;Xinjiang;新疆;43.8133224347;90.1741297065006;木壘河縣;縣;1931;11703688;N0415456;812;s623;ENP-China Project: https://www.enpchina.eu/;
穆棱;Muleng;Jilin;吉林;44.5373129734584;130.233593836965;穆棱縣;縣;1931;T0257543-1;T0257518-2;1854;s1919;ENP-China Project: https://www.enpchina.eu/;
沐陽;Muyang;Jiangsu;江蘇;34.1318327160925;118.822469036196;沐陽縣;縣;1931;11703725;N0415493;2369;s1110;ENP-China Project: https://www.enpchina.eu/;
重慶;NA;Chongqing Municipality;重慶市;29.5592471326684;106.566899003293;NA;NA;1931;D3297454;N0028435;NA;NA;ENP-China Project: https://www.enpchina.eu/;
那馬;Nama;Guangxi;廣西;23.637731;108.061307;那馬縣;縣;1931;DH027656-1;DH027656-1;314;s1206;ENP-China Project: https://www.enpchina.eu/;
南安;Nanan;Fujian;福建;24.9383081115816;118.513379639898;南安縣;縣;1931;D3195492;N0292970;2540;s1298;ENP-China Project: https://www.enpchina.eu/;
南澳;Nanao;Guangdong;廣東;23.4546674381776;117.094738250669;南澳縣;縣;1931;D2902516;N0293894;2560;s913;ENP-China Project: https://www.enpchina.eu/;
南部;Nanbu;Sichuan;四川;31.3569117199508;106.051638879803;南部縣;縣;1931;DH056162-1;DH230955-1;46;s1600;ENP-China Project: https://www.enpchina.eu/;
南昌;Nanchang;Jiangxi;江西;28.6733054131702;115.883404718532;南昌縣;縣;1931;D3052316;N0293415;1397;s322;ENP-China Project: https://www.enpchina.eu/;
南城;Nancheng;Jiangxi;江西;27.559717;116.574959634617;南城縣;縣;1931;D3214610;N0292844;1362;s350;ENP-China Project: https://www.enpchina.eu/;
南充;Nanchong;Sichuan;四川;30.8018358401476;106.080754280049;南充縣;縣;1931;D3150777;N0292526;421;s1390;ENP-China Project: https://www.enpchina.eu/;
南川;Nanchuan;Sichuan;四川;29.1098445179831;107.285869686444;南川縣;縣;1931;DH052845-1;DH052845-1;101;s1495;ENP-China Project: https://www.enpchina.eu/;
南丹;Nandan;Guangxi;廣西;24.96565984374;107.55671055765;南丹縣;縣;1931;D3105831;N0292463;975;s695;ENP-China Project: https://www.enpchina.eu/;
南豐;Nanfeng;Jiangxi;江西;27.1999907185319;116.383596011659;南豐縣;縣;1931;DH035715-1;DH152244-1;1360;s348;ENP-China Project: https://www.enpchina.eu/;
南宮;Nangong;Hebei;河北;37.3668898881665;115.365883538361;南宮縣;縣;1931;D3282549;N0292997;1276;s510;ENP-China Project: https://www.enpchina.eu/;
南海;Nanhai;Guangdong;廣東;23.0261611937761;113.135668595457;南海縣;縣;1931;D2896194;N0293773;2567;s907;ENP-China Project: https://www.enpchina.eu/;
南和;Nanhe;Hebei;河北;36.9965956679777;114.68530475916;南和縣;縣;1931;11703533;N0415301;1586;s215;ENP-China Project: https://www.enpchina.eu/;
南匯;Nanhui;Jiangsu;江蘇;31.0576362839075;121.746111790231;南匯縣;縣;1931;DH017902-1;DH017902-1;2380;s1120;ENP-China Project: https://www.enpchina.eu/;
南江;Nanjiang;Sichuan;四川;32.3521283197048;106.849498640639;南江縣;縣;1931;D2906569;N0293625;418;s1402;ENP-China Project: https://www.enpchina.eu/;
南靖;Nanjing;Fujian;福建;24.5926974700519;117.511165186126;南靖縣;縣;1931;DH050995-1;DH225788-1;2511;s1359;ENP-China Project: https://www.enpchina.eu/;
南康;Nankang;Jiangxi;江西;25.6919733234257;114.700626568766;南康縣;縣;1931;D3205483;N0293320;1459;s425;ENP-China Project: https://www.enpchina.eu/;
南樂;Nanle;Hebei;河北;36.0493544050295;115.146600690186;南樂縣;縣;1931;D3054494;N0292467;1582;s203;ENP-China Project: https://www.enpchina.eu/;
南陵;Nanling;Anhui;安徽;30.9360371052996;118.258164326083;南陵縣;縣;1931;DH021674-1;DH138203-1;1472;s410;ENP-China Project: https://www.enpchina.eu/;
南籠;Nanlong;Guizhou;貴州;25.1103358316659;105.561834419968;南籠縣;縣;1931;11703534;N0415302;486;s1277;ENP-China Project: https://www.enpchina.eu/;
南皮;Nanpi;Hebei;河北;38.0414349440833;116.687759797139;南皮縣;縣;1931;D3108843;N0293981;1352;s342;ENP-China Project: https://www.enpchina.eu/;
南平;Nanping;Fujian;福建;26.6640667445021;118.130869697121;南平縣;縣;1931;D3335825;N0293268;2487;s1420;ENP-China Project: https://www.enpchina.eu/;
南田;Nantian;Zhejiang;浙江;29.1307686837415;121.930837056683;南田縣;縣;1931;D2880701;N0293948;2622;s894;ENP-China Project: https://www.enpchina.eu/;
南通;Nantong;Jiangsu;江蘇;32.0326988955276;120.880354720866;南通縣;縣;1931;D2867852;N0294208;2597;s852;ENP-China Project: https://www.enpchina.eu/;
南溪;Nanxi;Sichuan;四川;28.8521481201968;104.95393163941;南溪縣;縣;1931;D3142530;N0293863;656;s1033;ENP-China Project: https://www.enpchina.eu/;
南縣;Nanxian;Hunan;湖南;29.3302698748914;112.409507317245;南縣;縣;1931;D2865210;N0292638;1771;s253;ENP-China Project: https://www.enpchina.eu/;
南雄;Nanxiong;Guangdong;廣東;25.2142736539534;114.299892191863;南雄縣;縣;1931;DH022077-1;DH196870-1;2194;s1851;ENP-China Project: https://www.enpchina.eu/;
南陽;Nanyang;Henan;河南;33.0451078968141;112.53781656199;南陽縣;縣;1931;D2943061;N0294290;1947;s126;ENP-China Project: https://www.enpchina.eu/;
南漳;Nanzhang;Hubei;湖北;31.8099112052823;111.728868818166;南漳縣;縣;1931;DH043821-1;DH160350-1;1255;s496;ENP-China Project: https://www.enpchina.eu/;
南召;Nanzhao;Henan;河南;33.5239593266634;112.553111784683;南召縣;縣;1931;D2906888;N0292654;1913;s1875;ENP-China Project: https://www.enpchina.eu/;
南鄭;Nanzheng;Shaanxi;陝西;33.0869467398608;107.057605013987;南鄭縣;縣;1931;D2985571;N0294226;610;s781;ENP-China Project: https://www.enpchina.eu/;
納谿;Naxi;Sichuan;四川;28.8086377118282;105.330977773881;納谿縣;縣;1931;11703801;N0415569;706;s970;ENP-China Project: https://www.enpchina.eu/;
訥河;Nehe;Heilongjiang;黑龍江;48.4772054722878;124.853820583137;訥河縣;縣;1931;T0257538-1;T0257513-2;534;s929;ENP-China Project: https://www.enpchina.eu/;
内黃;Neihuang;Henan;河南;35.9044376748569;114.875623137802;内黃縣;縣;1931;11703525;N0415293;1966;s76;ENP-China Project: https://www.enpchina.eu/;
内江;Neijiang;Sichuan;四川;29.5882762959423;105.051048193234;内江縣;縣;1931;11703523;N0415291;693;s997;ENP-China Project: https://www.enpchina.eu/;
内丘;Neiqiu;Hebei;河北;37.2923884787124;114.506890047923;内丘縣;縣;1931;11703522;N0415290;1585;s212;ENP-China Project: https://www.enpchina.eu/;
内鄉;Neixiang;Henan;河南;33.1642856326599;111.821148575305;内鄉縣;縣;1931;11703524;N0415292;2008;s1958;ENP-China Project: https://www.enpchina.eu/;
