Position_Zh_Srce;Position_Eng;Year;Source;Eng_Source
頭等郵政局司事;First Postal Officer;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
四等一級幫辦;Fourth Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
四等幫辦;Fourth Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
四等幫辦前班;Fourth Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
四等通事;Fourth Clerk;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
四等郵政局司事;Fourth Postal Officer;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
煤氣匠;Gas Fitter;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
炮手首領;Gunner;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
理船廳;Harbour Master;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
總稅務司;Inspector General;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
稅務監督;Inspector of Customs;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
驗貨總稽查;Inspector of Examiner;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
燈塔機師;Lighthouse Mechanic;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
海務監察;Marine Superintendent;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
未列等幫辦;Miscellaneous Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
中國海關駐外稅務司;Non-Resident Secretary;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
差童;Office Boy;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
代理總稅務司;Officiating Inspector General;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
副郵務長;Postal Duty Commissioner;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
郵政局司事;Postal Officer;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
郵政局總辦;Postal Secretary;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
特等一級稅務員;Principal Clerk;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
醫學教習;Professor of Anatomy and Physiology;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
天文教習;Professor of Astronomy;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
化學教習;Professor of Chemistry;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
英文教習;Professor of English;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
萬國公法教習;Professor of International Law;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
東文教習;Professor of Japanese;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
格物教習;Professor of Natural Philosophy;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
校字;Proof Reader;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
正校字;Proof Reader Manager;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
巡江事務段長;River Inspector;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
巡江事務長;River Inspector;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
二等一級幫辦;Second Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
二等二級幫辦;Second Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
二等幫辦;Second Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
二等幫辦前班;Second Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
二等鈐子手;Second Class Tidewaiter;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
二等鈐字手;Second Class Tidewaiter;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
二等三級駕駛員;Second Officer;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
二等駕駛員;Second Officer;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
特等一級幫辦;Senior Chief Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
特等二級幫辦;Senior Chief Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
特等一級驗貨員;Senior Chief Examier;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
特等二級驗貨員;Senior Chief Examier;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
書辦;Shupan;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
額外超等一級驗貨員;Supernumerary Chief Examiner;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
額外郵政總辦;Supernumerary Postal Secretary;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
檔案管理員;Supervisorof Archives;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
醫員;Surgeon;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
一等監察長;Surveyor;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
二等監察長;Surveyor;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
驗估處專門顧問;Technical Advisor to Appraising Department;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
三等一級幫辦;Third Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
三等二級幫辦;Third Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
三等幫辦;Third Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
三等幫辦前班;Third Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
三等鈐子手;Third Class Tidewaiter;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
三等鈐字手;Third Class Tidewaiter;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
三等同文供事;Third Clerk;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
三等通事;Third Clerk;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
三等郵政局司事;Third Postal Officer;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
一等監察長;Tide Surveyor;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
二等監察長;Tide Surveyor;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
頭等總巡;Tide Surveyor;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
頭等總巡前班;Tide Surveyor;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
翻譯員;Translator;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
巡役;Watcher;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
司秤;Weigher;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
文案;Writer;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
