ID_ROW;Street_Srce;Street_zhS;Street_PINYIN;Street_SUFFIX_Py;Street_Eng;FOREIGN_SETTLEMENT;Street_Eng_SUFFIX;Year_START;Year_END;Year_END_PRC;Street_New_ZhT;Street_New_ZhT_SUFFIX;Street_New_ZhS;Street_New_SUFFIX;Street_New_full;Street_New_PINYIN;Street_New_SUFFIX_Py;LOCALIZATION_INDICATOR;DISTRICT;PERIOD;Street_Eng_full;NOTES;Dating_qualifier;Source
490;羅家弄;罗家弄;LUOJIA;LONG;;;;;;;福民;街;福民;街;福民街;FUMIN;JIE;;南市区;;;;;
1022;羅寶路;罗宝路;LUOBAOLU;LU;;;;;;;同濟;路;同济;路;同济路;TONGJI;LU;;吴淞区;;;;;
806;羅白康路;罗白康路;LUOBAIKANG;LU;;;;1901;1919;;哈密;路;哈密;路;哈密路;HAMI;LU;;长宁区;1901-1919;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
904;義弄;义弄;YILONG;;;;;;;;方斜;路;方斜;路;方斜路68弄;FANGXIE;LU;68 LONG;南市区;;;;;
1207;義泰弄;义泰弄;YITAI;LONG;;;;;;;董家渡;路;董家渡;路;董家渡路;DONGJIADU;LU;;南市区;;;;;
1694;羽林路;羽林路;YULIN;LU;;;;1947;1949;;天山;路;天山;路;天山路;TIANSHAN;LU;;长宁区;1947-1949;;;;
605;習勤支路;习勤支路;XIQIN;ZHILU;;;;1928;;;習勤;路;习勤;路;习勤路;XIQIN ;LU;;徐汇区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
914;習勤路;习勤路;XIQIN;LU;;;;1919;;;康健;路;康健;路;康健路;KANGJIAN;LU;;徐汇区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1329;翔殷西路;翔殷西路;XIANGYIN;XILU;;;;1929;1937;;邯鄲;路;邯郸;路;邯郸路;HANDAN;LU;;虹口区;1929-1937;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1372;翔殷路;翔殷路;XIANGYIN;LU;;;;1922;1929;;邯鄲;路;邯郸;路;邯郸路;HANDAN;LU;;虹口区;1922-1929;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1361;翔閘路;翔闸路;XIANGXIA;LU;;;;1930;1934;;四平;路;四平;路;四平路;SIPING;LU;;杨浦区;1930-1934;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
697;老北門內大街;老北门内大街;LAOBEIMENNEI;DAO;;;;;;;河南;南路;河南;南路;河南南路(北段);HENAN ;NANLU;BEIDUAN;南市区;;;;;
1115;老北門內西首;老北门内西首;LAOBEIMENNEI XISHOU ;XISHOU;;;;;;;舊倉;街;旧仓;街;旧仓街;JIUCANG;JIE;;南市区;;;;;
342;老北門街;老北门街;LAOBEIMEN;JIE;PORTE DU NORD;French Concession;RUE;1872;1943;;河南;南路;河南;南路;河南南路;HENAN;NANLU;;黄浦区;1851-1865;RUE DE LA PORTE DU NORD;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
220;老唐家弄;老唐家弄;LAOTANGJIA;LONG;LAU DONG KA LOONG;International Settlement;;;;;;;;;;;;;;;;;;
1025;老大沽路;老大沽路;LAOTAIGU;LU;;;;1860;;;大沽;路;大沽;路;大沽路(东段);DAGU ;LU;DONGDUAN;黄浦区;19世纪后期;;;;
1028;老太平碼頭;老太平码头;LAOTAIPING MATOU;MATOU;;;;;;;老太平;路;老太平;路;老太平路;LAOTAIPING;LONG;;南市区;;;;;
1159;老學前;老学前;LAOXUE;QIAN;;;;;;;學院;路;学院;路;学院路(东段);XUEYUAN ;LU;DONGDUAN;南市区;;;;;
1027;老永安街;老永安街;LAOYONG'AN;JIE;;;;;;;永安;路;永安;路;永安路;YONG'AN;LU;;黄浦区;;;;;
1172;老江灣路;老江湾路;LAOJIANGWAN;LU;;;;1910;1930;;西江灣;路;西江湾;路;西江湾路;XIJIANGWAN;LU;;虹口区;20世纪初-20世纪30年代;;;;
1426;老白渡路;老白渡路;LAOBAIDU;LU;;;;;;;白渡;路;白渡;路;白渡路(东段);BAIDU ;LU;DONGDUAN;南市区;;;;;
1029;老縣前路;老县前路;LAOXIANQIAN;LU;;;;;;;光啓;路;光启;路;光启路(南段);GUANGQI ;LU;NANDUAN;南市区;;;;;
1005;老街;老街;LAOJIE;LU;;;;;;;北京;路;北京;路;北京东路596弄;BEIJING;DONGLU;596 LONG;黄浦区;;;;;
1043;老街;老街;LAOJIE;;;;;;;;龍華鎮;路;龙华镇;路;龙华镇路;LONGHUAZHEN;LU;;徐汇区;;;;;
818;老閘街;老闸街;LAOZHA ;JIE;;;;;1865;;山西;南路;山西;南路;山西南路;SHANXI;NANLU;;黄浦区;1865年前;;;;
233;老閘路;老闸路;LAOZHA;LU;LOUYER;International Settlement;ROAD;1865;1865;;山西;南路;山西;南路;山西南路;SHANXI;NANLU;;黄浦区;1865年前;LOUYER ROAD;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
302;老靶子路;老靶子路;LAOBAZI;LU;OLD RANGE;International Settlement;ROAD;1899;1943;;武進;路;武进;路;武进路;WUJIN;LU;;虹口区;1899-1943;OLD RANGE ROAD;;;
1248;老體育會路;老体育会路;LAOTIYUHUI;LU;;;;1912;1937;;西體育會;路;西体育会;路;西体育会路;XITIYUHUI;LU;;南市区;1912-1937;;;;
397;聖母院路;圣母院路;SHENGMUYUAN;LU;SOEURS;French Concession;ROUTE;1901;1943;;瑞金;一路;瑞金;一路;瑞金一路;RUIJIN YILU;YILU;;卢湾区;1901-1943;ROUTE DES SOEURS;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
661;聖賢橋街;圣贤桥街;SHENGXIANQIAO;JIE;;;;;;;董家渡;路;董家渡;路;董家渡路（中段）;DONGJIADU ;LU;ZHONGDUAN;南市区;;;;;
1321;聯義路;联义路;LIANYI;LU;;;;1924;1929;;彭江;路;彭江;路;彭江路;PENGJIANG;LU;;闸北区;1924-1929;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
624;肇嘉路;肇嘉路;ZHAOJIA;LU;;;;1914;;;復興;東路;复兴;东路;复兴东路;FUXING;DONGLU;;南市区;;;;Named around the stated year;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
504;育嬰堂路;育婴堂路;YUYINGTANG;LU;;;;;;;西唐家;弄;西唐家;弄;西唐家弄;XITANGJIA;LONG;;南市区;;;;;
1201;胡家弄;胡家弄;HUJIA;LONG;;;;;;;墩基;路;墩基;路;墩基路;DUNJI;LU;;南市区;;;;;
198;膠州路 ;胶州路 ;JIAOZHOU;LU;KIAOCHOW;International Settlement;ROAD;;1943;2006;膠州;路 ;胶州;路 ;胶州路 ;JIAOZHOU;LU;;;;;;;
1384;臨安路;临安路;LIN'AN;LU;;;;1943;1943;;金陵;中路;金陵;中路;金陵中路;JINLING;ZHONGLU;;黄浦、卢湾区;1943-1945;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1412;臨清路;临清路;LINQING;LU;;;;1915;;;臨青;路;临青;路;临青路;LINQING;LU;;杨浦区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
328;自來火東街;自来火东街;DONGZILAIHUO;JIE;PERES;French Concession;RUE;1910;1943;;永壽;路;永寿;路;永寿路;YOUSHOU;LU;;黄浦区;1865-1943;RUE DES PERES;;;
1257;自來火行東街;自来火行东街;ZILAIHUOXING;DONGJIE;;;;1865;1943;;永壽;路;永寿;路;永寿路;YONGSHOU;LU;;黄浦区;1865-1943;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
787;自來火行西街;自来火行西街;ZILAIHUOXING;XIJIE;;;;1865;1943;;廣西;南路;广西;南路;广西南路;GUANGXI;NANLU;;黄浦区;1865-1943;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1466;自來火街;自来火街;ZILAIHUO;JIE;;;;1882;1890;;武昌;路;武昌;路;武昌路;WUCHANG;LU;;虹口区;1882-19世纪末;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
851;自忠路;自忠路;ZIZHONG;LU;;;;1946;;;西門;路;西门;路;西门路;XIMEN;LU;;卢湾区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1158;致遠街;致远街;ZHIYUAN;JIE;;;;1850;;;五福;弄;五福;弄;五福弄;WUFU;LONG;;黄浦区;19世纪后期;;;;
359;臺拉斯脫路;台拉斯脱路;TAILASITUO;LU;RENE DELASTRE;French Concession;ROUTE;1918;1943;;太原;路;太原;路;太原路;TAIYUAN;LU;;徐汇区;1918-1943;ROUTE R DELASTRE;;;
334;臺斯德朗路;台斯德朗路;TAISIDELANG;LU;PICARD-DESTELAN;French Concession;ROUTE;1918;1943;;廣元;路;广元;路;广元路;GUANGYUAN;LU;;徐汇区;1918-1943;ROUTE P DESTELEN;;;
134;臺灣路;台湾路;TAIWAN;LU;FORMOSE;French Concession;RUE;1860;1943;;黃代;路;黄代;路;黄代路;HUANGDAI;LU;;南市区;;RUE FORMOSA;;;
268;興聖街;兴圣街;XINGSHENG;JIE;MISSION;French Concession;RUE;1868;1943;;永勝;路;永胜;路;永胜路;YONGSHENG;LU;;黄浦区;1868-1945;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
643;興讓街;兴让街;XINGRANG;JIE;;;;;1949;;山西;南路;山西;南路;山西南路（南段）;SHANXI;NANLU;NANDUAN;黄浦区;1949年前;;;;
1674;舊學前街;旧学前街;JIUXUE;QIANJIE;;;;;;;學院;路;学院;路;学院路（东段）;XUEYUAN ;LU;DONGDUAN;南市区;;;;;
1219;舊教場街;旧教场街;JIUJIAOCHANG;JIE;;;;;;;舊教場;路;旧教场;路;旧教场路;JIUJIAOCHANG;LU;;南市区;;;;;
788;舊新民路;旧新民路;JIUXINMIN;LU;;;;;;;天目;中路;天目;中路;天目中路;TIANMU;ZHONGLU;;闸北区;;;;;
1099;舊道署前街;旧道署前街;JIUDAOSHUJIE;QIANJIE;;;;;;;金壇;路;金坛;路;金坛路;JINTAN;LU;;南市区;;;;;
79;舟山路;舟山路;ZHOUSHAN;LU;CHUSAN;French Concession;RUE;1860;1943;;龍潭;路;龙潭;路;龙潭路;LONGTAN;LU;;南市区;;RUE CHUSAN;;;
69;芝罘路;芝罘路;ZHIFU;LU;CHEFOO;International Settlement;ROAD;;1943;;芝罘;路;芝罘;路;芝罘路;ZHIFU;LU;;黄浦区;;;;;
312;花園弄;花园弄;HUAYUAN;LONG;PARK;International Settlement;LANE;1851;;;南京;路;南京;路;南京路;NANJING;LU;;;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
693;花園弄;花园弄;HUAYUAN;LONG;;;;1851;;;南花園;弄;南花园;弄;南花园弄;NANHUAYUAN;LONG;;南市区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1578;花園弄;花园弄;HUAYUAN;LONG;;;;1851;1865;;南京;東路;南京;东路;南京东路;NANJING;DONGLU;;黄浦区;1851-1865;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1059;花園街;花园街;HUAYUAN;JIE;;;;;;2006;花園;弄;花园;弄;花园弄;HUAYUAN;LONG;;南市区;;;;;
513;花園路;花园路;HUAYUAN;LU;;;;;;2006;花園港;路;花园港;路;花园港路;HUAYUANGANG;LU;;南市区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1195;花園路;花园路;HUAYUAN;LU;;;;1932;1950;;沽源;路;沽源;路;沽源路;GUYUAN;LU;;虹口区;约1932-20世纪50年代;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1191;英士路;英士路;YINGSHI;LU;;;;1946;1950;;淡水;路;淡水;路;淡水路;DANSHUI;LU;;黄浦区;1946-1950;;;;
1296;英大馬路;英大马路;YINGDAMA;LU;;;;1862;1943;;南京;東路;南京;东路;南京东路;NANJING;DONGLU;;黄浦区;1862-1943;;;;
1449;英石路;英石路;YINGSHI;LU;;;;1921;1956;;建設;路;建设;路;建设路;JIANSHE;LU;;闵行区;1921-1956;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
200;英華路;英华路;YINGHUA;LU;KIN WO KA;;;1860;1943;;金華;路;金华;路;金华路;JINHUA;LU;;黄浦区;19世纪60年代-1943;KIN WO KA;;;
832;茂名路;茂名路;MAOMING;LU;;;;1943;;2006;茂名;北路;茂名;北路;茂名北路;MAOMING;BEILU;;静安区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
278;茂海路;茂海路;MAOHAI;LU;MUIRHEAD;International Settlement;ROAD;1943;1943;;海門;路;海门;路;海门路;HAIMEN;LU;;虹口区;约1943-1945;MUIRHEAD ROAD;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
139;茄勒路;茄勒路;JIALE;LU;GALLE;French Concession;RUE;1906;1943;;吉安;路;吉安;路;吉安路;JI'AN;LU;;卢湾区;1906-1946;RUE GALLE;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
923;茶館弄;茶馆弄;CHAGUAN;LONG;;;;;;;陸家浜;路;陆家浜;路;陆家浜路323弄;LUJIABANG;LU;323 LONG;南市区;;;;;
1618;草塘街;草塘街;CAOTANG;JIE;;;;;;;魯班;路;鲁班;路;鲁班路×弄;LUBAN XXX LONG;LU;;卢湾区;;;;;
825;草鞋灣;草鞋湾;CAOXIE;WAN;;;;;;;草鞋灣;路;草鞋湾;路;草鞋湾路;CAOXIEWAN;LU;;南市区;;;;;
1421;荳市路;荳市路;DOUSHI;LU;;;;1920;1960;;淞市;路;淞市;路;淞市路;SONGSHI;LU;;吴淞区;1920-1960;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1001;荷花池外街;荷花池外街;HEHUACHI;WAIJIE;;;;;;2006;荷花池;弄;荷花池;弄;荷花池弄;HEHUACHI;LONG;;南市区;;;;;
967;莊家橋街;庄家桥街;ZHUANGJIAQIAO;JIE;;;;;;;莊家;街;庄家;街;庄家街;ZHUANGJIA;JIE;;南市区;;;;;
1233;莊源大街;庄源大街;ZHUANGYUAN;DAJIE;;;;1850;1910;;旅順;路;旅顺;路;旅顺路;LVSHUN;LU;;虹口区;19世纪中叶-20世纪初;;;;
272;莫利愛路;莫利爱路;MOLI'AI;LU;MOLIERE;French Concession;RUE;1914;1943;;香山;路;香山;路;香山路;XIANGSHAN;LU;;卢湾区;1914-1946;RUE MOLIERE;;;
271;莫干山路;莫干山路;MOGANSHAN;LU;MOKANSHAN;International Settlement;ROAD;;1943;2006;莫干山;路;莫干山;路;莫干山路;MOGANSHAN;LU;;;;;;;
1180;菜市街;菜市街;CAISHI;JIE;;;;1865;;;人民;路;人民;路;人民路919弄;RENMIN;LU;919 LONG;南市区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1289;菜市街;菜市街;CAISHI;JIE;;;;1865;1943;;寧海;東路;宁海;东路;宁海东路;NINGHAI;DONGLU;;黄浦区;1865-1943;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
246;菜市路;菜市路;CAISHI;LU;MARCHE;French Concession;RUE;1901;1943;;順昌;路;顺昌;路;顺昌路（南段）;SHUNCHANG ;LU;NANDUAN;卢湾区;1901-1946;RUE DU MARCHE;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
582;華倫支路;华伦支路;HUALUNLU;ZHILU;;;;1912;1943;;古北;支路;古北;支路;古北支路;GUBEI;ZHILU;;长宁区;1912-1943;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
445;華倫路;华伦路;HUALUN;LU;WARREN;International Settlement;ROAD;1911;1943;;古北;路;古北;路;古北路;GUBEI;LU;;长宁区;1911-1943;WARREN ROAD;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1109;華同路;华同路;HUATONG;LU;;;;1917;1929;;普善;路;普善;路;普善路;PUSHAN;LU;;闸北区;1917-1929;;;;
167;華山路;华山路;HUASHAN;LU;HOA SHAN;French Concession;ROUTE;1900;1904;;重慶;中路;重庆;中路;重庆中路;CHONGQING;ZHONGLU;;卢湾区;1901-1906;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
444;華德路;华德路;HUADE;LU;WARD;;;1901;1943;;長陽;路;长阳;路;长阳路;CHANGYANG;LU;;杨浦区;1901-1943;WARD ROAD;;;
439;華成路;华成路;HUACHENG;LU;VOISIN;French Concession;RUE;1902;1943;;會稽;路;会稽;路;会稽路;HUIJI;LU;;南市区;;RUE VOISIN;;;
1067;華昌路;华昌路;HUACHANG;LU;;;;;;;華安;路;华安;路;华安路;HUA'AN;LU;;南市区;;;;;
442;華格皋路;华格皋路;HUAGEGAO;LU;WAGNER;French Concession;RUE;1892;1943;;寧海;西路;宁海;西路;宁海西路;NINGHAI;XILU;;黄浦区;1915-1943;RUE WAGNER;;;
456;華盛路;华盛路;HUASHENG;LU;WHASHING;International Settlement;ROAD;1904;1943;;許昌;路;许昌;路;许昌路;XUCHANG;LU;;杨浦区;1904-1943;WHASHING ROAD;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
177;華記路;华记路;HUAJI;LU;HWAKEE;International Settlement;ROAD;1890;1943;1964;永定;路;永定;路;永定路;YONGDING;LU;;虹口区;19世纪末-1964;HWAKEE ROAD;;;
441;華龍路;华龙路;HUALONG;LU;VOYRON;French Concession;ROUTE;1901;1943;;雁蕩;路;雁荡;路;雁荡路;YANDANG;LU;;卢湾区;1902-1943;ROUTE VOYRON;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1306;菸廠路;烟厂路;YANCHANG;LU;;;;1930;1980;;煙臺;路;烟台;路;烟台路;YANTAI;LU;;黄浦区;1930年前-1980;;;;
1246;萃秀路;萃秀路;CUIXIU;LU;;;;1906;1943;;豫園;老路;豫园;老路;豫园老路31弄;YUYUAN LAO;LU;31 LONG;南市区;1906-1943;;;;
698;萃豐弄;萃丰弄;CUIFENG;LONG;;;;;;;外萃豐;弄;外萃丰;弄;外萃丰弄;WAICUIFENG;LONG;;南市区;;;;;
1594;萃豐弄;萃丰弄;CUIFENG;LONG;;;;;;;裏萃豐;弄;里萃丰;弄;里萃丰弄;LICUIFENG;LONG;;南市区;;;;;
218;萊浦路;莱浦路;LIPU;LU;LAIPO;International Settlement;ROAD;;1943;;新豐;路;新丰;路;新丰路;XINFENG;LU;;静安区;;LAIPO ROAD;;;
994;葉家宅北路;叶家宅北路;YEJIAZHAI;BEILU;;;;1913;1946;;葉家宅;路;叶家宅;路;叶家宅路;YEJIAZHAI;LU;;普陀区;1913-1946;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1132;葉家路;叶家路;YEJIA;LU;;;;1928;1956;;新閔;路;新闵;路;新闵路;XINMIN;LU;;闵行区;1928-1956;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1654;葉氏路;叶氏路;YESHI;LU;;;;1918;1950;;葉城;路;叶城;路;叶城路;YECHENG;LU;;杨浦区;1918-1950;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
26;葛羅路;葛罗路;GELUO;LU;BARON GROS;French Concession;RUE;1913;1943;;嵩山;路;嵩山;路;嵩山路;SONGSHAN;LU;;黄浦区;1914-1945;RUE BARM GROSS;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
20;蒲柏路;蒲柏路;PUBO;LU;AUGUSTE BOPPE;French Concession;RUE;1921;1943;;太倉;路;太仓;路;太仓路（西段）;TAICANG ;LU;XIDUAN;卢湾区;1921-1946;RUE AUGUSTE BOPPE;;;
1323;蒲淞鎮大街;蒲淞镇大街;PUSONGZHEN;DAJIE;;;;1927;1929;;西大;街;西大;街;西大街;XIDA;JIE;;长宁区;1927-1929;;;;
1324;蒲淞鎮大街;蒲淞镇大街;PUSONGZHEN;DAJIE;;;;1927;1929;;東大;街;东大;街;东大街;DONGDA;JIE;;长宁区;1927-1929;;;;
34;蒲石路;蒲石路;PUSHI;LU;BOURGEAT;French Concession;RUE;1914;1943;;長樂;路;长乐;路;长乐路;CHANGLE;LU;;徐汇、静安区;1914-1943;RUE BOURGEAT;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
32;蓬路;蓬路;PENGLU;;BOONE;International Settlement;ROAD;1848;1943;;塘沽;路;塘沽;路;塘沽路;TANGGU;LU;;闸北、虹口区;1848-1943;BOONE ROAD;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1094;蔓盤路;蔓盘路;MANPAN;LU;;;;1899;1914;;新昌;路;新昌;路;新昌路（北段）;XINCHANG ;LU;BEIDUAN;黄浦区;1899-1914;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
746;蔓笠弄;蔓笠弄;MANLI;LONG;;;;;;;大夫;坊;大夫;坊;大夫坊19-22弄;DAIFUFANG;FANG;19-22 LONG;南市区;;;;;
669;蔓笠橋街;蔓笠桥街;MANLIQIAO;JIE;;;;1913;;;撫安;街;抚安;街;抚安街;FU'AN;JIE;;南市区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1387;蔣家場路;蒋家场路;JIANGJIACHANG;LU;;;;;1958;;閔東;路;闵东;路;闵东路;MINDONG;LU;;闵行区;-1958;;;;
719;蔣家弄;蒋家弄;JIANGJIA;LONG;;;;;;;也是園;弄;也是园;弄;也是园弄42弄;YESHIYUAN;LONG;42 LONG;南市区;;;;;
1229;蕪湖街;芜湖街;WUHU;JIE;;;;1943;1946;2006;蕪湖;路;芜湖;路;芜湖路;WUHU;LU;;黄浦区;1943-1946;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
752;薛弄;薛弄;XUELONG;;;;;;;;薛弄;底街;薛弄;底街;薛弄底街;XUELONGDI;JIE;;南市区;;;;;
402;薛華立路;薛华立路;XUEHUALI;LU;STANISLAS CHEVALIER;French Concession;ROUTE;1902;1943;;建國;中路;建国;中路;建国中路;JIANGUO;ZHONGLU;;卢湾区;1902-1943;ROUTE STANISLAS CHEVALIER;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
66;薩坡賽路;萨坡赛路;SAPOSAI;LU;CHAPSAL;French Concession;RUE;1906;1943;;淡水;路;淡水;路;淡水路;DANSHUI;LU;;卢湾区;;RUE CHAPSAL;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
53;藍維靄路;蓝维霭路;LANWEI'AI;LU;CAPITAINE RABIER;French Concession;RUE;1915;1943;;肇周;路;肇周;路;肇周路;ZHAOZHOU;LU;;南市区;1908-1945;RUE DE CAPITAINE RABIER;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
